                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
133,2.4177,1.8136,0.96676,0.13544,0.17789,0.09185,0.02743,2.6874,2.4678,1.0372,0.0093466,0.0093466,0.0093466
284,2.0688,1.3778,0.91583,0.13967,0.18849,0.09184,0.02868,2.7363,2.4559,1.0363,0.0085992,0.0085992,0.0085992
243,2.139,1.4814,0.92954,0.16345,0.17008,0.0918,0.0285,2.721,2.4355,1.0308,0.0088021,0.0088021,0.0088021
78,2.554,2.0059,0.99036,0.13677,0.16159,0.09175,0.02935,2.6149,2.4441,1.0131,0.0096188,0.0096188,0.0096188
104,2.4908,1.9112,0.98853,0.1539,0.172,0.09173,0.02816,2.6203,2.4645,1.0175,0.0094902,0.0094902,0.0094902
89,2.4946,2.0092,0.98181,0.12977,0.15205,0.09167,0.02886,2.6693,2.387,1.0161,0.0095644,0.0095644,0.0095644
96,2.4926,1.9826,0.97941,0.12181,0.20072,0.09164,0.02899,2.6934,2.4149,1.0477,0.0095298,0.0095298,0.0095298
164,2.3303,1.6836,0.95317,0.15497,0.18817,0.09162,0.02732,2.6387,2.3724,1.0303,0.0091932,0.0091932,0.0091932
228,2.196,1.5497,0.93843,0.13937,0.17216,0.09161,0.02834,2.7313,2.3524,1.0446,0.0088763,0.0088763,0.0088763
347,2.0487,1.3465,0.91159,0.14198,0.16938,0.09156,0.02712,2.7844,2.517,1.0748,0.0082873,0.0082873,0.0082873
245,2.159,1.5152,0.93157,0.16296,0.18297,0.09153,0.02673,2.7028,2.4253,1.0268,0.0087922,0.0087922,0.0087922
194,2.2861,1.616,0.94815,0.14259,0.16283,0.0915,0.02751,2.6924,2.3853,1.0359,0.0090446,0.0090446,0.0090446
91,2.5095,1.9699,0.99877,0.15537,0.14385,0.09139,0.02899,2.6545,2.4249,1.0394,0.0095545,0.0095545,0.0095545
108,2.4716,1.9097,0.98111,0.16693,0.159,0.09132,0.02963,2.6003,2.4266,1.0051,0.0094704,0.0094704,0.0094704
258,2.1587,1.4742,0.92312,0.13916,0.17189,0.09128,0.02739,2.7406,2.413,1.0353,0.0087278,0.0087278,0.0087278
165,2.3343,1.6781,0.95766,0.13719,0.17112,0.09125,0.02798,2.6644,2.3567,1.0304,0.0091882,0.0091882,0.0091882
123,2.4363,1.8666,0.97628,0.15127,0.17119,0.09123,0.02782,2.6338,2.3462,1.0087,0.0093961,0.0093961,0.0093961
305,2.0414,1.3431,0.91322,0.14133,0.17396,0.09117,0.02759,2.7899,2.5229,1.0567,0.0084952,0.0084952,0.0084952
160,2.3563,1.7342,0.9549,0.11569,0.18493,0.09114,0.02831,2.6904,2.4014,1.0331,0.0092129,0.0092129,0.0092129
71,2.5629,2.0382,0.99705,0.14008,0.1798,0.0911,0.02791,2.6101,2.3752,1.0141,0.0096535,0.0096535,0.0096535
116,2.4618,1.8724,0.97333,0.14959,0.15844,0.09107,0.02962,2.6258,2.4259,1.028,0.0094307,0.0094307,0.0094307
122,2.4217,1.8469,0.97914,0.1575,0.16235,0.09104,0.02868,2.6236,2.3868,1.0094,0.009401,0.009401,0.009401
150,2.3646,1.7309,0.96904,0.14651,0.20178,0.09101,0.02861,2.6429,2.4209,1.0208,0.0092625,0.0092625,0.0092625
136,2.4111,1.8279,0.97751,0.14768,0.16909,0.09101,0.02851,2.6306,2.3569,1.0324,0.0093317,0.0093317,0.0093317
235,2.2408,1.545,0.93524,0.14677,0.15958,0.09098,0.02832,2.7322,2.485,1.0451,0.0088417,0.0088417,0.0088417
45,2.654,2.1947,1.004,0.24271,0.14983,0.09089,0.02849,2.654,2.4521,1.0305,0.0097822,0.0097822,0.0097822
259,2.1621,1.4861,0.92877,0.13275,0.17273,0.09073,0.02821,2.728,2.3899,1.0294,0.0087229,0.0087229,0.0087229
186,2.2642,1.6221,0.95062,0.13359,0.18249,0.09073,0.02808,2.7031,2.3979,1.0476,0.0090843,0.0090843,0.0090843
75,2.5247,2.0287,0.99288,0.16751,0.17945,0.09068,0.02757,2.5698,2.4115,1.0188,0.0096337,0.0096337,0.0096337
87,2.5202,2.0424,0.98085,0.17569,0.17669,0.09045,0.02835,2.6258,2.4147,1.0211,0.0095743,0.0095743,0.0095743
237,2.2016,1.4935,0.93196,0.1363,0.17174,0.09043,0.02731,2.7355,2.3777,1.04,0.0088318,0.0088318,0.0088318
234,2.1964,1.5183,0.93064,0.15707,0.17806,0.0904,0.02767,2.7826,2.4431,1.0588,0.0088466,0.0088466,0.0088466
289,2.0562,1.3812,0.91656,0.16613,0.14403,0.09038,0.02631,2.7484,2.4649,1.0406,0.0085744,0.0085744,0.0085744
155,2.39,1.7524,0.9623,0.15642,0.15118,0.09036,0.02955,2.6336,2.4224,1.0343,0.0092377,0.0092377,0.0092377
62,2.5772,2.0935,0.9967,0.14038,0.18564,0.0903,0.02899,2.6724,2.496,1.0398,0.009698,0.009698,0.009698
169,2.3652,1.7126,0.95448,0.1486,0.18784,0.09028,0.02727,2.7895,2.4341,1.054,0.0091684,0.0091684,0.0091684
171,2.3104,1.6764,0.95528,0.14101,0.1791,0.09022,0.02824,2.7216,2.4388,1.046,0.0091585,0.0091585,0.0091585
152,2.3499,1.7159,0.961,0.11544,0.16261,0.09019,0.0285,2.7415,2.451,1.0442,0.0092526,0.0092526,0.0092526
363,1.9735,1.3202,0.91266,0.12468,0.16758,0.09019,0.02595,2.8498,2.5615,1.0837,0.0082081,0.0082081,0.0082081
111,2.4708,1.8829,0.97605,0.14845,0.18162,0.09017,0.02811,2.6207,2.3785,1.0002,0.0094555,0.0094555,0.0094555
249,2.1856,1.5034,0.93447,0.15161,0.17363,0.09004,0.0282,2.6899,2.4573,1.0364,0.0087724,0.0087724,0.0087724
294,2.081,1.3887,0.92004,0.14629,0.16659,0.08998,0.02765,2.7445,2.4878,1.0381,0.0085497,0.0085497,0.0085497
166,2.3446,1.7319,0.96507,0.16637,0.15986,0.08996,0.02759,2.7273,2.4377,1.0369,0.0091833,0.0091833,0.0091833
49,2.6206,2.1675,0.99387,0.14921,0.17067,0.08993,0.0282,2.6457,2.4282,1.0315,0.0097624,0.0097624,0.0097624
215,2.1791,1.5338,0.93652,0.13359,0.19583,0.08987,0.0274,2.6731,2.5076,1.0278,0.0089407,0.0089407,0.0089407
157,2.3766,1.7578,0.95195,0.16321,0.16586,0.08983,0.02863,2.7578,2.4415,1.0402,0.0092278,0.0092278,0.0092278
177,2.2601,1.6585,0.95165,0.14573,0.17531,0.0898,0.02703,2.7505,2.4111,1.05,0.0091288,0.0091288,0.0091288
211,2.2267,1.5745,0.94743,0.15566,0.19288,0.08974,0.02661,2.7714,2.4352,1.0585,0.0089605,0.0089605,0.0089605
296,2.1095,1.3961,0.92478,0.14782,0.15723,0.08967,0.02636,2.7915,2.4823,1.0479,0.0085398,0.0085398,0.0085398
216,2.2516,1.6048,0.94741,0.14621,0.16957,0.08964,0.02639,2.7131,2.4732,1.035,0.0089358,0.0089358,0.0089358
191,2.2917,1.6383,0.94368,0.15679,0.16767,0.08963,0.02802,2.672,2.4586,1.0161,0.0090595,0.0090595,0.0090595
219,2.2608,1.6002,0.92298,0.1446,0.18194,0.08961,0.02831,2.7316,2.4564,1.0348,0.0089209,0.0089209,0.0089209
248,2.1709,1.5062,0.93025,0.13575,0.17097,0.0896,0.02777,2.7295,2.4257,1.051,0.0087774,0.0087774,0.0087774
86,2.5252,2.007,0.98546,0.13551,0.16941,0.08944,0.02928,2.6322,2.4183,1.0162,0.0095793,0.0095793,0.0095793
182,2.3112,1.6719,0.95285,0.13508,0.1793,0.08943,0.02812,2.6875,2.4149,1.0303,0.0091041,0.0091041,0.0091041
